RD Payoff P1, RD Payoff P2, Best Payoff P1, Best Payoff P2
1.0,1.0,1.0,1.0
0.941176,0.842105,0.764706,1.0
0.6985292732424778,0.8157894300348366,0.764706,1.0
0.8319325314439325,0.6783621941723347,0.764706,1.0
0.6915738422303331,0.7074507094183379,0.764706,1.0
0.6153845667628011,0.5424750955417676,0.764706,1.0
0.6143526957393114,0.5741626801917149,0.764706,1.0
0.5932774241959973,0.5415712923963311,0.764706,1.0
1.0,1.0,1.0,1.0
1.0,0.789474,1.0,0.736842
0.894737,0.631579,0.763158,0.605263
0.944444,1.0,0.916666,1.0
1.0,0.789474,0.916666,1.0
0.6944444775130928,0.8947363437929622,0.916666,1.0
0.8571427663651955,0.8684212295098293,0.916666,1.0
0.6739136966333142,0.9330145499996734,0.916666,1.0
0.6690067736829375,0.5609848349149044,0.916666,1.0
0.6954738651697983,0.7868851592469728,0.916666,1.0
1.0,0.578947,0.764706,1.0
1.0,1.0,1.0,1.0
0.578947,0.777778,0.947368,1.0
1.0,0.684211,0.894736,0.578948
0.842105,0.789474,1.0,0.789474
0.882353,0.777778,0.852941,0.972222
1.0,1.0,0.852941,0.972222
0.6947058433494842,0.7477956365475633,0.852941,0.972222
0.947368,1.0,0.763158,0.894737
0.8796989563331218,0.8596482520137462,0.763158,0.894737
0.773763041132205,0.6367277194254071,0.763158,0.894737
0.789474,1.0,1.0,0.921052
0.8120298993298669,0.6812862526007981,1.0,0.921052
0.8026314938955208,0.5488722643241156,1.0,0.921052
0.5982647047790738,0.5833383465895713,1.0,0.921052
0.6191521452304193,0.5446174124566743,1.0,0.921052
1.0,0.842105,0.777778,0.789473
0.6590910163772512,0.512585715296478,0.777778,0.789473
0.45473255466354656,0.45240771714077666,0.777778,0.789473
0.947368,1.0,0.763158,0.777778
0.947368,1.0,0.763158,0.777778
0.7036008094540455,0.7647058577153205,0.763158,0.777778
0.947368,0.888889,1.0,0.611111
1.0,0.866667,1.0,0.933334
1.0,0.789474,0.736842,0.68421
0.842105,0.842105,0.736842,0.68421
0.6842105087566167,0.7485379141513305,0.736842,0.68421
0.7660817246486822,0.789473794291364,0.736842,0.68421
0.7180204946659894,0.6816434111435734,0.736842,0.68421
0.368421,0.842105,1.0,0.868421
0.329639777208554,0.7368414416745853,1.0,0.868421
0.36381107037241683,0.7268605896001405,1.0,0.868421
0.7330428876618699,0.6741936212867712,0.916666,0.805556
0.866396385680803,0.43984949378529387,1.0,0.81579
1.0,0.777778,0.852941,0.805556
0.882353,0.666667,0.852941,0.805556
0.8039215387714691,0.6444446263553407,0.852941,0.805556
1.0,1.0,1.0,1.0
0.947368,0.777778,0.842105,0.722222
1.0,1.0,1.0,1.0
0.736842,0.888889,0.763157,1.0
1.0,1.0,0.75,0.81579
0.8125,0.894737,0.75,0.68421
0.647059,0.9375,0.529412,0.8125
0.058824,1.0,0.529412,0.8125
0.32352989459601783,0.7916666133365138,0.529412,0.8125
1.0,0.473684,0.736843,0.736842
0.7578945481491227,0.7076026076452908,0.736843,0.736842
0.5368422173236923,0.7055140519501443,0.736843,0.736842
1.0,0.944444,0.96875,0.777778
0.466667,0.75,1.0,0.84375
0.947368,0.894737,0.81579,0.657894
0.5676927551180367,0.5868536380718796,0.81579,0.657894
0.5790140826304253,0.6690223646196244,0.81579,0.657894
1.0,0.647059,0.894737,0.647058
0.736842,0.882353,0.894737,0.647058
0.8070181376761936,0.583710711707553,0.894737,0.647058
0.36842181579757427,0.6666669036750476,0.894737,0.647058
0.7849360551033464,0.6239313625437871,0.894737,0.647058
0.7268635097497278,0.629881853098056,0.81579,0.684211
0.578947,1.0,0.947368,0.868421
0.611111,0.642857,0.805556,0.821428
0.941176,1.0,0.794118,1.0
0.8,0.7530864691360002,0.722222,0.777778
0.30530070562233813,0.6325936957391858,0.611111,1.0
0.894737,0.947368,0.973684,1.0
0.842105,0.947368,0.736842,1.0
0.894737,1.0,0.736842,1.0
0.6184212304011216,0.7543862365575829,0.736842,1.0
0.5686273069537857,0.582143028747847,0.633334,1.0
1.0,1.0,1.0,1.0
0.6271923521301249,0.7562325408547709,1.0,1.0
0.5427629726339586,0.7861841692725199,1.0,1.0
0.944444,0.947368,0.972222,0.973684
0.944444,0.947368,0.972222,0.973684
1.0,0.947368,0.972222,0.973684
0.6984127892334466,0.5748987819261524,0.972222,0.973684
0.6922092439152745,0.5724341014419843,0.972222,0.973684
1.0,1.0,1.0,1.0
0.923077,0.833333,1.0,1.0
0.8579883961850325,0.8518519652999212,1.0,1.0
0.7500002703108712,0.8736842794100877,0.633334,0.763158
0.947368,0.888889,0.947368,0.805556
0.8373204262329235,0.7450977427078389,0.947368,0.805556
0.8413133380508394,0.5833330318198395,0.947368,0.805556
0.8452011083020334,0.6105264957860557,0.789473,1.0
0.631579,0.888889,0.81579,0.944444
0.947368,1.0,0.81579,0.944444
0.5380112891962193,0.8148148518622003,0.81579,0.944444
1.0,0.6875,0.81579,0.84375
1.0,0.894737,0.861111,0.894736
0.894737,0.666667,0.605263,0.666667
0.315789,1.0,0.605263,0.666667
0.5789466904991774,0.7272722429442702,0.605263,0.666667
0.45613990482190736,0.7592592415479762,0.605263,0.666667
0.5292411856807498,0.6851843662699966,0.605263,0.666667
1.0,0.705882,1.0,0.852941
1.0,0.631579,1.0,0.631578
0.5625,0.842105,1.0,0.631578
0.675,0.570636933518,1.0,0.631578
1.0,0.631579,1.0,0.763158
0.842105,1.0,1.0,0.578948
0.947368,0.769231,0.81579,0.576923
0.894737,1.0,0.81579,0.576923
0.8092092562846833,0.5555548014181988,0.81579,0.576923
0.5855850347898266,0.6326531564212433,0.710527,0.68421
0.764706,1.0,0.882353,1.0
1.0,0.882353,0.882353,1.0
0.816993523519546,0.575162594038686,0.882353,1.0
0.9411763529969945,0.5201246147840561,0.882353,1.0
0.6417109015760343,0.5882346131056545,0.882353,1.0
0.842105,1.0,1.0,0.736842
0.888889,1.0,0.916666,0.921052
1.0,0.947368,0.916666,0.921052
0.9365076448663527,0.9002770699238231,0.916666,0.921052
0.8322364142455765,0.578947065716388,1.0,0.631579
0.894737,0.894737,1.0,1.0
1.0,1.0,1.0,1.0
0.5789467379912543,0.7894736906644954,1.0,1.0
0.7368420988605044,0.7894741266990236,1.0,1.0
0.9157894333662948,0.6842107514775214,1.0,1.0
0.7940962506727713,0.6494201150633989,1.0,1.0
0.8055557672543677,0.6479726787927604,1.0,1.0
0.894737,0.315789,0.631579,0.552632
1.0,0.055556,1.0,0.527778
0.833333,1.0,1.0,0.527778
0.9358975630157533,0.333332165406979,1.0,0.527778
1.0,0.947368,0.868421,0.947368
0.833333,0.789474,0.777778,1.0
0.722222,0.736842,0.777778,1.0
0.7738096284576649,0.6959067894219402,0.777778,1.0
1.0,0.842105,0.842106,0.789473
0.5588232326426754,0.8596489866529008,0.842106,0.789473
0.5543290676520325,0.7523541417434189,0.842106,0.789473
0.7263153881881272,0.5098034874509605,1.0,0.67647
0.5714287394057913,0.6323529051491045,1.0,0.67647
0.6327932007609804,0.5098036502302958,1.0,0.67647
0.789474,1.0,0.789473,0.861111
0.894737,0.888889,0.789473,0.861111
0.8377198596910751,0.7979804569561566,0.789473,0.861111
0.411765,1.0,0.5,0.692308
1.0,0.769231,0.5,0.692308
0.8039218361793503,0.7252749578673346,0.5,0.692308
1.0,0.058824,1.0,0.529412
1.0,1.0,1.0,1.0
0.684211,0.444444,0.947368,0.611111
0.947368,0.944444,0.947368,0.611111
0.8178135460939038,0.7345669805829238,0.947368,0.611111
1.0,0.833333,0.805556,1.0
0.6143921507072674,0.4724457943666396,0.694444,0.944444
0.6770187745300993,0.7155970829592909,0.694444,0.944444
0.6026226820202735,0.580604178925836,0.694444,0.944444
0.842105,0.944444,0.81579,0.888889
0.842105,0.944444,0.81579,0.888889
0.6644736160170948,0.7543507548875639,0.81579,0.888889
0.368421,0.705882,1.0,0.882353
0.3859647443256651,0.8431374243404111,1.0,0.882353
0.35406672281891616,0.7248866502563646,1.0,0.882353
0.833333,0.9375,0.611111,0.71875
0.111111,1.0,0.5,0.611111
1.0,0.666667,0.5,0.611111
0.4703706472343604,0.5470082328063668,0.5,0.611111
0.578947,1.0,0.789473,1.0
1.0,0.944444,0.789473,1.0
0.5906421011772136,0.8169935291638509,0.789473,1.0
0.894737,0.894737,0.921052,0.973684
0.842105,0.947368,0.921052,0.973684
0.70676709133573,0.8245613717505349,0.921052,0.973684
1.0,0.947368,0.972222,0.763158
0.6526316102269479,0.7175872039368929,1.0,0.736843
0.894737,0.947368,0.763158,0.973684
0.947368,0.421053,0.973684,0.710527
0.888889,0.842105,1.0,0.842105
0.6611113402141733,0.7751196423812229,1.0,0.842105
0.7472218117448506,0.9239762620781107,1.0,0.842105
0.879629626301043,0.72180472611084,1.0,0.842105
0.6637427420322386,0.7238321581899445,1.0,0.842105
0.947368,0.944444,0.736842,0.666666
0.7799043704158366,0.7136749697013999,0.736842,0.666666
0.6753400982287222,0.6111110438404166,0.736842,0.666666
0.5709053698899283,0.621707266838434,0.736842,0.666666
0.6411483281258253,0.6205007461422212,0.736842,0.666666
1.0,0.888889,1.0,0.944444
1.0,0.333333,1.0,0.944444
0.9499999603164787,0.6666674459430902,1.0,0.944444
0.933333,0.588235,0.833333,1.0
0.908333019507084,0.6176469511558694,0.833333,1.0
0.7833330538507288,0.5882351328894351,0.833333,1.0
0.789474,0.894737,0.868421,1.0
0.8333333429583357,0.7739939532904347,0.868421,1.0
0.5737363239531619,0.7069192931938906,0.868421,1.0
0.833333,0.842105,1.0,0.868421
1.0,1.0,1.0,1.0
0.777778,1.0,1.0,1.0
0.9259256465664613,0.8289472138279338,1.0,1.0
0.842105,1.0,0.894737,0.710527
0.7655504372855713,0.7151706155722548,0.894737,0.710527
0.9022554756566101,0.6648199114673041,0.894737,0.710527
0.8654971487786297,0.7105263573902181,0.894737,0.710527
0.7528496232605976,0.6423403075427248,0.894737,0.710527
0.947368,1.0,0.894736,0.81579
1.0,1.0,0.894736,0.81579
0.6973683200736991,0.48872170093469514,0.894736,0.81579
0.7631578970298578,0.48872206279417907,0.894736,0.81579
0.7777783355492205,0.5170277764390052,0.894736,0.81579
0.626935089160972,0.4709987924037589,0.894736,0.81579
0.6332183244935041,0.4844128712370402,0.894736,0.81579
1.0,0.631579,0.90625,0.526316
0.533333,1.0,0.566666,0.583333
1.0,0.277778,0.566666,0.583333
0.1333335261248951,0.7037046834595004,0.566666,0.583333
1.0,1.0,1.0,1.0
0.842105,1.0,1.0,1.0
0.7619059577195302,0.7777790298966126,1.0,1.0
1.0,0.384615,1.0,0.692308
0.823529,1.0,0.735294,0.583334
0.705882,0.777778,0.735294,0.583334
0.6596633506051579,0.4827575528438189,0.735294,0.583334
1.0,1.0,1.0,1.0
0.842105,0.263158,1.0,1.0
0.7619044543143774,0.24210541778913547,1.0,1.0
1.0,0.9375,1.0,0.96875
1.0,0.5625,1.0,0.96875
0.9097745816807021,0.44097242526406166,1.0,0.96875
1.0,1.0,1.0,1.0
1.0,0.944444,1.0,0.972222
1.0,0.777778,1.0,0.972222
0.7545532020674677,0.5948775849024246,1.0,0.972222
1.0,0.9375,1.0,0.96875
0.736842,1.0,0.868421,1.0
0.8026315169997238,0.48309178611781256,0.894737,0.75
0.5935223600880942,0.49074054971431325,0.894737,0.75
0.6863156501310808,0.4313725385863181,0.894737,0.75
0.6485567057527103,0.5269352403736364,0.894737,0.75
0.4653823897649992,0.4888890522772925,0.894737,0.75
0.4820218077099806,0.708923359820354,0.894737,0.75
0.4744561610947659,0.7054887655043636,0.894737,0.75
0.598086054562928,0.4996041146175667,0.894737,0.75
0.5203670151803332,0.479205084241994,0.894737,0.75
0.4663582853501368,0.49523647860289577,0.894737,0.75
0.5194355796532865,0.4694761290239557,0.894737,0.75
0.5188046224063558,0.4606323914727552,0.894737,0.75
0.4993138342253586,0.44494900949691174,0.894737,0.75
0.894737,0.894737,0.868421,1.0
0.5448918427300598,0.578947448659863,0.868421,1.0
0.7263155472037771,0.6809206161529769,0.868421,1.0
0.8421052355180737,0.7327939181574711,0.868421,1.0
0.562030116956438,0.551458277711985,0.868421,1.0
0.5345087884866225,0.5063608660645063,0.868421,1.0
0.5582924262170419,0.5503838973983415,0.868421,1.0
1.0,0.722222,0.842106,0.944444
1.0,0.684211,0.789473,0.736843
0.7251460714610644,0.6631578471200763,0.789473,0.736843
0.727037999551663,0.6597306516935246,0.789473,0.736843
0.8634424719871514,0.8596490300892954,0.789473,0.736843
0.7047521701677206,0.6285541364440961,0.789473,0.736843
0.3263890002016941,0.9398494935225501,0.638889,1.0
0.789474,1.0,0.894737,1.0
0.947368,1.0,0.947368,0.555556
1.0,0.444444,0.947368,0.555556
0.9022555608056273,0.3333317274988289,0.947368,0.555556
0.733333,0.941176,1.0,0.558824
0.6410255716574782,0.5603717413066434,1.0,0.558824
0.633333138643162,0.6764704057591653,1.0,0.558824
1.0,0.947368,1.0,0.973684
1.0,0.947368,1.0,0.973684
0.9210523159056083,0.8980261435444303,1.0,0.973684
1.0,1.0,1.0,1.0
0.736842,1.0,1.0,1.0
0.7922434090426722,0.7134504021873834,1.0,1.0
0.7129191080195858,0.7222232989890651,1.0,1.0
0.625387118314157,0.7894738435792914,1.0,1.0
0.5504590240682753,0.6199992795510119,1.0,1.0
0.5776636070716719,0.6189083152915491,1.0,1.0
1.0,0.368421,1.0,0.5
0.833333,0.736842,0.694444,0.736842
0.944444,0.842105,0.694444,0.736842
0.944444,0.789474,0.694444,0.736842
0.7020202499130792,0.7017547054985811,0.694444,0.736842
0.5971297450564264,0.5519643064879177,0.694444,0.736842
1.0,0.789474,0.916666,0.894737
0.48178220590389775,0.849122405774081,1.0,0.921052
0.850876913735871,0.5999998540189021,1.0,0.714286
1.0,0.076923,0.769231,0.5
0.789474,0.947368,1.0,0.947368
1.0,0.894737,1.0,0.947368
0.7006577782999825,0.6184201225673436,1.0,0.947368
1.0,0.611111,1.0,0.805556
0.777778,0.277778,1.0,0.805556
0.740740650776856,0.2500003352618276,1.0,0.805556
1.0,1.0,0.868421,0.947368
0.894737,0.894737,0.868421,0.947368
0.947368,1.0,0.868421,0.947368
0.894737,1.0,0.868421,0.947368
0.894737,0.736842,0.868421,0.947368
0.684211,0.789474,0.868421,0.947368
0.8684206714229212,0.7253998853238726,0.868421,0.947368
0.8362574133744985,0.7894738559749767,0.868421,0.947368
0.694736922169823,0.6461993233242996,0.868421,0.947368
0.8947369118326127,0.7129189166499726,0.868421,0.947368
0.8444971810788557,0.6618989675586482,0.868421,0.947368
0.7904479578897798,0.713974573844906,0.868421,0.947368
0.7479649926895486,0.6682575182841715,0.868421,0.947368
0.6836553683045254,0.6335680763486908,0.868421,0.947368
0.6637658404432858,0.6850985433477357,0.868421,0.947368
0.7147454811772885,0.5997511718023552,0.868421,0.947368
0.6803079124440246,0.5812468968237966,0.868421,0.947368
0.947368,0.842105,0.789473,0.842106
0.5499500970205373,0.6148905396508656,0.789473,0.842106
0.6747136265957498,0.6677144200320143,0.789473,0.842106
0.6515534471005662,0.6328413928967425,0.789473,0.842106
0.641244795693993,0.631615291312315,0.789473,0.842106
0.894737,0.722222,1.0,0.722222
0.842105,0.944444,1.0,0.722222
0.5639096276218367,0.4506173639340153,1.0,0.722222
0.6184210389328337,0.6196579642384352,1.0,0.722222
0.5917842568526036,0.45032688701819057,1.0,0.722222
0.894737,0.473684,0.81579,0.526316
0.947368,1.0,1.0,0.947368
1.0,1.0,1.0,0.947368
0.852631664136702,0.9122807972507415,1.0,0.947368
0.7071901545995245,0.6884213348148283,1.0,0.947368
0.6752594199108027,0.8064517227533045,1.0,0.947368
0.806452264866512,0.6063448160821879,1.0,0.947368
0.7671864655217475,0.5966064309898305,1.0,0.947368
0.882353,1.0,0.941177,1.0
0.789474,0.894737,0.868421,1.0
1.0,1.0,0.868421,1.0
1.0,0.947368,0.868421,1.0
0.9407895374197786,0.7368428272178514,0.868421,1.0
0.937499646852002,0.7506924582165934,0.868421,1.0
0.7693172501947011,0.828255218525366,0.868421,1.0
0.8721804343710247,0.7434211563091371,0.868421,1.0
0.894737,0.894737,0.81579,0.921052
0.6631578308456711,0.8713451532158861,0.81579,0.921052
0.5847952626176787,0.7242560167444192,0.81579,0.921052
0.7436226848070029,0.7563201434684765,0.81579,0.921052
0.5433924949047755,0.7361804418496563,0.81579,0.921052
0.5402221618037829,0.6962565209643008,0.81579,0.921052
0.6467925522801887,0.6851625494918713,0.81579,0.921052
1.0,1.0,0.921052,0.81579
0.8157892152522408,0.5112782523045865,0.921052,0.81579
0.7894735991764216,0.6168419740267721,0.921052,0.81579
0.894736729353819,0.6032385391574948,0.921052,0.81579
0.7155766570407059,0.46963567091125147,0.921052,0.81579
0.7343823556192083,0.6028069903655832,0.921052,0.81579
0.7216487535696456,0.6484203895524532,0.921052,0.81579
0.7692312716027551,0.5501731472219313,0.692308,0.852941
0.769229775888859,0.5108350069244518,0.692308,0.852941
0.5944060673643594,0.47451003739790254,0.692308,0.852941
1.0,0.947368,0.789473,0.842105
0.8842116257510592,0.5344142280334401,0.789473,0.842105
0.6783624288491076,0.7272728279713471,0.789473,0.842105
0.888889,1.0,0.944444,1.0
